country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,madhya pradesh,damoh,2014,Damoh2014,56.0625,2014,madhya pradesh,339247,339247,damoh,0.23
India,madhya pradesh,damoh,2015,Damoh2015,235.07143,2015,madhya pradesh,370716,370716,damoh,0.23
India,madhya pradesh,damoh,2016,Damoh2016,140.78947,2016,madhya pradesh,419465,419465,damoh,0.23
India,madhya pradesh,damoh,2017,Damoh2017,46.578949,2017,madhya pradesh,441956,441956,damoh,0.23
India,madhya pradesh,damoh,2018,Damoh2018,12.947369,2018,madhya pradesh,482361,482361,damoh,0.23
India,madhya pradesh,datia,2000,Datia2000,31.666666,2000,madhya pradesh,66750,142623.9225,datia,0.23
India,madhya pradesh,datia,2001,Datia2001,46.857143,2001,madhya pradesh,71525,152826.6075,datia,0.23
India,madhya pradesh,datia,2002,Datia2002,32.599998,2002,madhya pradesh,67795,144856.7614,datia,0.23
India,madhya pradesh,datia,2003,Datia2003,,2003,madhya pradesh,75400,161106.2735,datia,0.23
India,madhya pradesh,datia,2004,Datia2004,23.142857,2004,madhya pradesh,77874,166392.4395,datia,0.23
India,madhya pradesh,datia,2005,Datia2005,49.5,2005,madhya pradesh,104975,174775.3286,datia,0.23
India,madhya pradesh,datia,2006,Datia2006,,2006,madhya pradesh,114545,190708.645,datia,0.23
India,madhya pradesh,datia,2007,Datia2007,20,2007,madhya pradesh,119958,199720.8751,datia,0.23
India,madhya pradesh,datia,2008,Datia2008,29,2008,madhya pradesh,135124,224971.1026,datia,0.23
India,madhya pradesh,datia,2009,Datia2009,23,2009,madhya pradesh,147933,246297.1058,datia,0.23
India,madhya pradesh,datia,2010,Datia2010,37,2010,madhya pradesh,155701,259230.2304,datia,0.23
India,madhya pradesh,datia,2011,Datia2011,20.5,2011,madhya pradesh,169600,282371,datia,0.23
India,madhya pradesh,datia,2012,Datia2012,31.371429,2012,madhya pradesh,306853,306853,datia,0.23
India,madhya pradesh,datia,2013,Datia2013,46.555557,2013,madhya pradesh,322598,322598,datia,0.23
India,madhya pradesh,datia,2014,Datia2014,57.111111,2014,madhya pradesh,339247,339247,datia,0.23
India,madhya pradesh,datia,2015,Datia2015,64,2015,madhya pradesh,370716,370716,datia,0.23
India,madhya pradesh,datia,2016,Datia2016,103.66666,2016,madhya pradesh,419465,419465,datia,0.23
India,madhya pradesh,datia,2017,Datia2017,42.272728,2017,madhya pradesh,441956,441956,datia,0.23
India,madhya pradesh,datia,2018,Datia2018,51.666668,2018,madhya pradesh,482361,482361,datia,0.23
India,madhya pradesh,dewas,2000,Dewas2000,44.625,2000,madhya pradesh,66750,142623.9225,dewas,0.34
India,madhya pradesh,dewas,2001,Dewas2001,47.227272,2001,madhya pradesh,71525,152826.6075,dewas,0.34
India,madhya pradesh,dewas,2002,Dewas2002,61.055557,2002,madhya pradesh,67795,144856.7614,dewas,0.34
India,madhya pradesh,dewas,2003,Dewas2003,,2003,madhya pradesh,75400,161106.2735,dewas,0.34
India,madhya pradesh,dewas,2004,Dewas2004,118.15385,2004,madhya pradesh,77874,166392.4395,dewas,0.34
India,madhya pradesh,dewas,2005,Dewas2005,61.238094,2005,madhya pradesh,104975,174775.3286,dewas,0.34
India,madhya pradesh,dewas,2006,Dewas2006,53.642857,2006,madhya pradesh,114545,190708.645,dewas,0.34
India,madhya pradesh,dewas,2007,Dewas2007,103.81481,2007,madhya pradesh,119958,199720.8751,dewas,0.34
India,madhya pradesh,dewas,2008,Dewas2008,67,2008,madhya pradesh,135124,224971.1026,dewas,0.34
India,madhya pradesh,dewas,2009,Dewas2009,78.227272,2009,madhya pradesh,147933,246297.1058,dewas,0.34
India,madhya pradesh,dewas,2010,Dewas2010,77.666664,2010,madhya pradesh,155701,259230.2304,dewas,0.34
India,madhya pradesh,dewas,2011,Dewas2011,68.304344,2011,madhya pradesh,169600,282371,dewas,0.34
India,madhya pradesh,dewas,2012,Dewas2012,132.30435,2012,madhya pradesh,306853,306853,dewas,0.34
India,madhya pradesh,dewas,2013,Dewas2013,99.411766,2013,madhya pradesh,322598,322598,dewas,0.34
India,madhya pradesh,dewas,2014,Dewas2014,70.368423,2014,madhya pradesh,339247,339247,dewas,0.34
India,madhya pradesh,dewas,2015,Dewas2015,29.947369,2015,madhya pradesh,370716,370716,dewas,0.34
India,madhya pradesh,dewas,2016,Dewas2016,125.1,2016,madhya pradesh,419465,419465,dewas,0.34
India,madhya pradesh,dewas,2017,Dewas2017,39.526318,2017,madhya pradesh,441956,441956,dewas,0.34
India,madhya pradesh,dewas,2018,Dewas2018,36.052631,2018,madhya pradesh,482361,482361,dewas,0.34
India,madhya pradesh,dhar,2000,Dhar2000,30.09091,2000,madhya pradesh,66750,142623.9225,dhar,0.24
India,madhya pradesh,dhar,2001,Dhar2001,20.944445,2001,madhya pradesh,71525,152826.6075,dhar,0.24
India,madhya pradesh,dhar,2002,Dhar2002,39.608696,2002,madhya pradesh,67795,144856.7614,dhar,0.24
India,madhya pradesh,dhar,2003,Dhar2003,,2003,madhya pradesh,75400,161106.2735,dhar,0.24
India,madhya pradesh,dhar,2004,Dhar2004,54.81818,2004,madhya pradesh,77874,166392.4395,dhar,0.24
India,madhya pradesh,dhar,2005,Dhar2005,2.8,2005,madhya pradesh,104975,174775.3286,dhar,0.24
India,madhya pradesh,dhar,2006,Dhar2006,55.115383,2006,madhya pradesh,114545,190708.645,dhar,0.24
India,madhya pradesh,dhar,2007,Dhar2007,55.865715,2007,madhya pradesh,119958,199720.8751,dhar,0.24
India,madhya pradesh,dhar,2008,Dhar2008,61.576923,2008,madhya pradesh,135124,224971.1026,dhar,0.24
India,madhya pradesh,dhar,2009,Dhar2009,79.772728,2009,madhya pradesh,147933,246297.1058,dhar,0.24
India,madhya pradesh,dhar,2010,Dhar2010,47,2010,madhya pradesh,155701,259230.2304,dhar,0.24
India,madhya pradesh,dhar,2011,Dhar2011,51.286366,2011,madhya pradesh,169600,282371,dhar,0.24
India,madhya pradesh,dhar,2012,Dhar2012,103.79166,2012,madhya pradesh,306853,306853,dhar,0.24
India,madhya pradesh,dhar,2013,Dhar2013,51.5,2013,madhya pradesh,322598,322598,dhar,0.24
India,madhya pradesh,dhar,2014,Dhar2014,28.52,2014,madhya pradesh,339247,339247,dhar,0.24
India,madhya pradesh,dhar,2015,Dhar2015,56.291668,2015,madhya pradesh,370716,370716,dhar,0.24
India,madhya pradesh,dhar,2016,Dhar2016,87.68,2016,madhya pradesh,419465,419465,dhar,0.24
India,madhya pradesh,dhar,2017,Dhar2017,49.96154,2017,madhya pradesh,441956,441956,dhar,0.24
India,madhya pradesh,dhar,2018,Dhar2018,46.560001,2018,madhya pradesh,482361,482361,dhar,0.24
India,madhya pradesh,dindori,2000,Dindori2000,,2000,madhya pradesh,66750,142623.9225,dindori,0.22
India,madhya pradesh,dindori,2001,Dindori2001,23,2001,madhya pradesh,71525,152826.6075,dindori,0.22
India,madhya pradesh,dindori,2002,Dindori2002,30.111111,2002,madhya pradesh,67795,144856.7614,dindori,0.22
India,madhya pradesh,dindori,2003,Dindori2003,,2003,madhya pradesh,75400,161106.2735,dindori,0.22
India,madhya pradesh,dindori,2004,Dindori2004,32.222221,2004,madhya pradesh,77874,166392.4395,dindori,0.22
India,madhya pradesh,dindori,2005,Dindori2005,16,2005,madhya pradesh,104975,174775.3286,dindori,0.22
India,madhya pradesh,dindori,2006,Dindori2006,,2006,madhya pradesh,114545,190708.645,dindori,0.22
India,madhya pradesh,dindori,2007,Dindori2007,25,2007,madhya pradesh,119958,199720.8751,dindori,0.22
India,madhya pradesh,dindori,2008,Dindori2008,,2008,madhya pradesh,135124,224971.1026,dindori,0.22
India,madhya pradesh,dindori,2009,Dindori2009,33.090908,2009,madhya pradesh,147933,246297.1058,dindori,0.22
India,madhya pradesh,dindori,2010,Dindori2010,29,2010,madhya pradesh,155701,259230.2304,dindori,0.22
India,madhya pradesh,dindori,2011,Dindori2011,42.636364,2011,madhya pradesh,169600,282371,dindori,0.22
India,madhya pradesh,dindori,2012,Dindori2012,22.6,2012,madhya pradesh,306853,306853,dindori,0.22
India,madhya pradesh,dindori,2013,Dindori2013,43.76923,2013,madhya pradesh,322598,322598,dindori,0.22
India,madhya pradesh,dindori,2014,Dindori2014,93.133331,2014,madhya pradesh,339247,339247,dindori,0.22
India,madhya pradesh,dindori,2015,Dindori2015,27.285715,2015,madhya pradesh,370716,370716,dindori,0.22
India,madhya pradesh,dindori,2016,Dindori2016,35.666668,2016,madhya pradesh,419465,419465,dindori,0.22
India,madhya pradesh,dindori,2017,Dindori2017,22.133333,2017,madhya pradesh,441956,441956,dindori,0.22
India,madhya pradesh,dindori,2018,Dindori2018,14.9375,2018,madhya pradesh,482361,482361,dindori,0.22
India,madhya pradesh,east nimar,2000,East Nimar2000,47.888889,2000,madhya pradesh,66750,142623.9225,east nimar,0.23
India,madhya pradesh,east nimar,2001,East Nimar2001,36.125,2001,madhya pradesh,71525,152826.6075,east nimar,0.23
India,madhya pradesh,east nimar,2002,East Nimar2002,32.5625,2002,madhya pradesh,67795,144856.7614,east nimar,0.23
India,madhya pradesh,east nimar,2003,East Nimar2003,,2003,madhya pradesh,75400,161106.2735,east nimar,0.23
India,madhya pradesh,east nimar,2004,East Nimar2004,92.090912,2004,madhya pradesh,77874,166392.4395,east nimar,0.23
India,madhya pradesh,east nimar,2005,East Nimar2005,40.07143,2005,madhya pradesh,104975,174775.3286,east nimar,0.23
India,madhya pradesh,east nimar,2006,East Nimar2006,43.76923,2006,madhya pradesh,114545,190708.645,east nimar,0.23
India,madhya pradesh,east nimar,2007,East Nimar2007,67.5625,2007,madhya pradesh,119958,199720.8751,east nimar,0.23
India,madhya pradesh,east nimar,2008,East Nimar2008,20.75,2008,madhya pradesh,135124,224971.1026,east nimar,0.23
India,madhya pradesh,east nimar,2009,East Nimar2009,46,2009,madhya pradesh,147933,246297.1058,east nimar,0.23
India,madhya pradesh,east nimar,2010,East Nimar2010,44.785713,2010,madhya pradesh,155701,259230.2304,east nimar,0.23
India,madhya pradesh,east nimar,2011,East Nimar2011,50.176472,2011,madhya pradesh,169600,282371,east nimar,0.23
India,madhya pradesh,east nimar,2012,East Nimar2012,101.47059,2012,madhya pradesh,306853,306853,east nimar,0.23
India,madhya pradesh,east nimar,2013,East Nimar2013,79.684212,2013,madhya pradesh,322598,322598,east nimar,0.23
India,madhya pradesh,east nimar,2014,East Nimar2014,35.599998,2014,madhya pradesh,339247,339247,east nimar,0.23
India,madhya pradesh,east nimar,2015,East Nimar2015,,2015,madhya pradesh,370716,370716,east nimar,0.23
India,madhya pradesh,east nimar,2016,East Nimar2016,40.185184,2016,madhya pradesh,419465,419465,east nimar,0.23
India,madhya pradesh,east nimar,2017,East Nimar2017,38.413792,2017,madhya pradesh,441956,441956,east nimar,0.23
India,madhya pradesh,east nimar,2018,East Nimar2018,18.846153,2018,madhya pradesh,482361,482361,east nimar,0.23
India,madhya pradesh,guna,2000,Guna2000,18.588236,2000,madhya pradesh,66750,142623.9225,guna,0.23
India,madhya pradesh,guna,2001,Guna2001,36.4375,2001,madhya pradesh,71525,152826.6075,guna,0.23
India,madhya pradesh,guna,2002,Guna2002,32.105263,2002,madhya pradesh,67795,144856.7614,guna,0.23
India,madhya pradesh,guna,2003,Guna2003,,2003,madhya pradesh,75400,161106.2735,guna,0.23
India,madhya pradesh,guna,2004,Guna2004,17.846153,2004,madhya pradesh,77874,166392.4395,guna,0.23
India,madhya pradesh,guna,2005,Guna2005,28.611111,2005,madhya pradesh,104975,174775.3286,guna,0.23
India,madhya pradesh,guna,2006,Guna2006,,2006,madhya pradesh,114545,190708.645,guna,0.23
India,madhya pradesh,guna,2007,Guna2007,16.391304,2007,madhya pradesh,119958,199720.8751,guna,0.23
India,madhya pradesh,guna,2008,Guna2008,39.099998,2008,madhya pradesh,135124,224971.1026,guna,0.23
India,madhya pradesh,guna,2009,Guna2009,41.227272,2009,madhya pradesh,147933,246297.1058,guna,0.23
India,madhya pradesh,guna,2010,Guna2010,22.777779,2010,madhya pradesh,155701,259230.2304,guna,0.23
India,madhya pradesh,guna,2011,Guna2011,16.944445,2011,madhya pradesh,169600,282371,guna,0.23
India,madhya pradesh,guna,2012,Guna2012,23,2012,madhya pradesh,306853,306853,guna,0.23
India,madhya pradesh,guna,2013,Guna2013,94.416664,2013,madhya pradesh,322598,322598,guna,0.23
India,madhya pradesh,guna,2014,Guna2014,19.863636,2014,madhya pradesh,339247,339247,guna,0.23
India,madhya pradesh,guna,2015,Guna2015,39.5,2015,madhya pradesh,370716,370716,guna,0.23
India,madhya pradesh,guna,2016,Guna2016,48.857143,2016,madhya pradesh,419465,419465,guna,0.23
India,madhya pradesh,guna,2017,Guna2017,41.086956,2017,madhya pradesh,441956,441956,guna,0.23
India,madhya pradesh,guna,2018,Guna2018,31.842106,2018,madhya pradesh,482361,482361,guna,0.23
India,madhya pradesh,gwalior,2000,Gwalior2000,28.6875,2000,madhya pradesh,66750,142623.9225,gwalior,0.33
India,madhya pradesh,gwalior,2001,Gwalior2001,97.75,2001,madhya pradesh,71525,152826.6075,gwalior,0.33
India,madhya pradesh,gwalior,2002,Gwalior2002,28.833334,2002,madhya pradesh,67795,144856.7614,gwalior,0.33
India,madhya pradesh,gwalior,2003,Gwalior2003,,2003,madhya pradesh,75400,161106.2735,gwalior,0.33
India,madhya pradesh,gwalior,2004,Gwalior2004,29.777779,2004,madhya pradesh,77874,166392.4395,gwalior,0.33
India,madhya pradesh,gwalior,2005,Gwalior2005,46.388889,2005,madhya pradesh,104975,174775.3286,gwalior,0.33
India,madhya pradesh,gwalior,2006,Gwalior2006,14,2006,madhya pradesh,114545,190708.645,gwalior,0.33
India,madhya pradesh,gwalior,2007,Gwalior2007,27.384615,2007,madhya pradesh,119958,199720.8751,gwalior,0.33
India,madhya pradesh,gwalior,2008,Gwalior2008,28.142857,2008,madhya pradesh,135124,224971.1026,gwalior,0.33
India,madhya pradesh,gwalior,2009,Gwalior2009,56.285713,2009,madhya pradesh,147933,246297.1058,gwalior,0.33
India,madhya pradesh,gwalior,2010,Gwalior2010,38.5,2010,madhya pradesh,155701,259230.2304,gwalior,0.33
India,madhya pradesh,gwalior,2011,Gwalior2011,57.493332,2011,madhya pradesh,169600,282371,gwalior,0.33
India,madhya pradesh,gwalior,2012,Gwalior2012,28.589474,2012,madhya pradesh,306853,306853,gwalior,0.33
India,madhya pradesh,gwalior,2013,Gwalior2013,88,2013,madhya pradesh,322598,322598,gwalior,0.33
India,madhya pradesh,gwalior,2014,Gwalior2014,44.055557,2014,madhya pradesh,339247,339247,gwalior,0.33
India,madhya pradesh,gwalior,2015,Gwalior2015,98.909088,2015,madhya pradesh,370716,370716,gwalior,0.33
India,madhya pradesh,gwalior,2016,Gwalior2016,88.722221,2016,madhya pradesh,419465,419465,gwalior,0.33
India,madhya pradesh,gwalior,2017,Gwalior2017,33.409092,2017,madhya pradesh,441956,441956,gwalior,0.33
India,madhya pradesh,gwalior,2018,Gwalior2018,28.428572,2018,madhya pradesh,482361,482361,gwalior,0.33
India,madhya pradesh,harda,2000,Harda2000,20,2000,madhya pradesh,66750,142623.9225,harda,0.32
India,madhya pradesh,harda,2001,Harda2001,31,2001,madhya pradesh,71525,152826.6075,harda,0.32
India,madhya pradesh,harda,2002,Harda2002,29.25,2002,madhya pradesh,67795,144856.7614,harda,0.32
India,madhya pradesh,harda,2003,Harda2003,,2003,madhya pradesh,75400,161106.2735,harda,0.32
India,madhya pradesh,harda,2004,Harda2004,86.428574,2004,madhya pradesh,77874,166392.4395,harda,0.32
India,madhya pradesh,harda,2005,Harda2005,26,2005,madhya pradesh,104975,174775.3286,harda,0.32
India,madhya pradesh,harda,2006,Harda2006,18.666666,2006,madhya pradesh,114545,190708.645,harda,0.32
India,madhya pradesh,harda,2007,Harda2007,29,2007,madhya pradesh,119958,199720.8751,harda,0.32
India,madhya pradesh,harda,2008,Harda2008,45.125,2008,madhya pradesh,135124,224971.1026,harda,0.32
India,madhya pradesh,harda,2009,Harda2009,44,2009,madhya pradesh,147933,246297.1058,harda,0.32
India,madhya pradesh,harda,2010,Harda2010,37.625,2010,madhya pradesh,155701,259230.2304,harda,0.32
India,madhya pradesh,harda,2011,Harda2011,47.700001,2011,madhya pradesh,169600,282371,harda,0.32
India,madhya pradesh,harda,2012,Harda2012,99.777779,2012,madhya pradesh,306853,306853,harda,0.32
India,madhya pradesh,harda,2013,Harda2013,71.63636,2013,madhya pradesh,322598,322598,harda,0.32
India,madhya pradesh,harda,2014,Harda2014,45.25,2014,madhya pradesh,339247,339247,harda,0.32
India,madhya pradesh,harda,2015,Harda2015,,2015,madhya pradesh,370716,370716,harda,0.32
India,madhya pradesh,harda,2016,Harda2016,36.083332,2016,madhya pradesh,419465,419465,harda,0.32
India,madhya pradesh,harda,2017,Harda2017,37.083332,2017,madhya pradesh,441956,441956,harda,0.32
India,madhya pradesh,harda,2018,Harda2018,13.272727,2018,madhya pradesh,482361,482361,harda,0.32
India,madhya pradesh,hoshangabad,2000,Hoshangabad2000,20.454546,2000,madhya pradesh,66750,142623.9225,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2001,Hoshangabad2001,18.944445,2001,madhya pradesh,71525,152826.6075,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2002,Hoshangabad2002,42,2002,madhya pradesh,67795,144856.7614,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2003,Hoshangabad2003,,2003,madhya pradesh,75400,161106.2735,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2004,Hoshangabad2004,20.647058,2004,madhya pradesh,77874,166392.4395,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2005,Hoshangabad2005,44.588234,2005,madhya pradesh,104975,174775.3286,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2006,Hoshangabad2006,25.842106,2006,madhya pradesh,114545,190708.645,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2007,Hoshangabad2007,22.375,2007,madhya pradesh,119958,199720.8751,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2008,Hoshangabad2008,,2008,madhya pradesh,135124,224971.1026,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2009,Hoshangabad2009,16.84,2009,madhya pradesh,147933,246297.1058,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2010,Hoshangabad2010,18.692308,2010,madhya pradesh,155701,259230.2304,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2011,Hoshangabad2011,31.719091,2011,madhya pradesh,169600,282371,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2012,Hoshangabad2012,90.699997,2012,madhya pradesh,306853,306853,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2013,Hoshangabad2013,71.260872,2013,madhya pradesh,322598,322598,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2014,Hoshangabad2014,42.619049,2014,madhya pradesh,339247,339247,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2015,Hoshangabad2015,,2015,madhya pradesh,370716,370716,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2016,Hoshangabad2016,42.5,2016,madhya pradesh,419465,419465,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2017,Hoshangabad2017,13.789474,2017,madhya pradesh,441956,441956,hoshangabad,0.34
India,madhya pradesh,hoshangabad,2018,Hoshangabad2018,38,2018,madhya pradesh,482361,482361,hoshangabad,0.34
India,madhya pradesh,indore,2000,Indore2000,52.857143,2000,madhya pradesh,66750,142623.9225,indore,0.3
India,madhya pradesh,indore,2001,Indore2001,56.888889,2001,madhya pradesh,71525,152826.6075,indore,0.3
India,madhya pradesh,indore,2002,Indore2002,76.181816,2002,madhya pradesh,67795,144856.7614,indore,0.3
India,madhya pradesh,indore,2003,Indore2003,,2003,madhya pradesh,75400,161106.2735,indore,0.3
India,madhya pradesh,indore,2004,Indore2004,109.11111,2004,madhya pradesh,77874,166392.4395,indore,0.3
India,madhya pradesh,indore,2005,Indore2005,80.875,2005,madhya pradesh,104975,174775.3286,indore,0.3
India,madhya pradesh,indore,2006,Indore2006,99.181816,2006,madhya pradesh,114545,190708.645,indore,0.3
India,madhya pradesh,indore,2007,Indore2007,190,2007,madhya pradesh,119958,199720.8751,indore,0.3
India,madhya pradesh,indore,2008,Indore2008,169.8,2008,madhya pradesh,135124,224971.1026,indore,0.3
India,madhya pradesh,indore,2009,Indore2009,121.90909,2009,madhya pradesh,147933,246297.1058,indore,0.3
India,madhya pradesh,indore,2010,Indore2010,80.888885,2010,madhya pradesh,155701,259230.2304,indore,0.3
India,madhya pradesh,indore,2011,Indore2011,203.36363,2011,madhya pradesh,169600,282371,indore,0.3
India,madhya pradesh,indore,2012,Indore2012,170.45454,2012,madhya pradesh,306853,306853,indore,0.3
India,madhya pradesh,indore,2013,Indore2013,79.111115,2013,madhya pradesh,322598,322598,indore,0.3
India,madhya pradesh,indore,2014,Indore2014,76,2014,madhya pradesh,339247,339247,indore,0.3
India,madhya pradesh,indore,2015,Indore2015,115.375,2015,madhya pradesh,370716,370716,indore,0.3
India,madhya pradesh,indore,2016,Indore2016,140.54546,2016,madhya pradesh,419465,419465,indore,0.3
India,madhya pradesh,indore,2017,Indore2017,72.409088,2017,madhya pradesh,441956,441956,indore,0.3
India,madhya pradesh,indore,2018,Indore2018,25.272728,2018,madhya pradesh,482361,482361,indore,0.3
India,madhya pradesh,jabalpur,2000,Jabalpur2000,23.75,2000,madhya pradesh,66750,142623.9225,jabalpur,0.4
India,madhya pradesh,jabalpur,2001,Jabalpur2001,23.722221,2001,madhya pradesh,71525,152826.6075,jabalpur,0.4
India,madhya pradesh,jabalpur,2002,Jabalpur2002,30.266666,2002,madhya pradesh,67795,144856.7614,jabalpur,0.4
India,madhya pradesh,jabalpur,2003,Jabalpur2003,,2003,madhya pradesh,75400,161106.2735,jabalpur,0.4
India,madhya pradesh,jabalpur,2004,Jabalpur2004,47.076923,2004,madhya pradesh,77874,166392.4395,jabalpur,0.4
India,madhya pradesh,jabalpur,2005,Jabalpur2005,66.400002,2005,madhya pradesh,104975,174775.3286,jabalpur,0.4
India,madhya pradesh,jabalpur,2006,Jabalpur2006,2,2006,madhya pradesh,114545,190708.645,jabalpur,0.4
India,madhya pradesh,jabalpur,2007,Jabalpur2007,11.25,2007,madhya pradesh,119958,199720.8751,jabalpur,0.4
India,madhya pradesh,jabalpur,2008,Jabalpur2008,,2008,madhya pradesh,135124,224971.1026,jabalpur,0.4
India,madhya pradesh,jabalpur,2009,Jabalpur2009,55.529411,2009,madhya pradesh,147933,246297.1058,jabalpur,0.4
India,madhya pradesh,jabalpur,2010,Jabalpur2010,35.294117,2010,madhya pradesh,155701,259230.2304,jabalpur,0.4
India,madhya pradesh,jabalpur,2011,Jabalpur2011,26.588236,2011,madhya pradesh,169600,282371,jabalpur,0.4
India,madhya pradesh,jabalpur,2012,Jabalpur2012,53.625,2012,madhya pradesh,306853,306853,jabalpur,0.4
India,madhya pradesh,jabalpur,2013,Jabalpur2013,36.588234,2013,madhya pradesh,322598,322598,jabalpur,0.4
India,madhya pradesh,jabalpur,2014,Jabalpur2014,67.588234,2014,madhya pradesh,339247,339247,jabalpur,0.4
India,madhya pradesh,jabalpur,2015,Jabalpur2015,35.058823,2015,madhya pradesh,370716,370716,jabalpur,0.4
India,madhya pradesh,jabalpur,2016,Jabalpur2016,48.599998,2016,madhya pradesh,419465,419465,jabalpur,0.4
India,madhya pradesh,jabalpur,2017,Jabalpur2017,18.67742,2017,madhya pradesh,441956,441956,jabalpur,0.4
India,madhya pradesh,jabalpur,2018,Jabalpur2018,20.538462,2018,madhya pradesh,482361,482361,jabalpur,0.4
India,madhya pradesh,jhabua,2000,Jhabua2000,24.142857,2000,madhya pradesh,66750,142623.9225,jhabua,0.24
India,madhya pradesh,jhabua,2001,Jhabua2001,23.571428,2001,madhya pradesh,71525,152826.6075,jhabua,0.24
India,madhya pradesh,jhabua,2002,Jhabua2002,45.375,2002,madhya pradesh,67795,144856.7614,jhabua,0.24
India,madhya pradesh,jhabua,2003,Jhabua2003,,2003,madhya pradesh,75400,161106.2735,jhabua,0.24
India,madhya pradesh,jhabua,2004,Jhabua2004,132.375,2004,madhya pradesh,77874,166392.4395,jhabua,0.24
India,madhya pradesh,jhabua,2005,Jhabua2005,,2005,madhya pradesh,104975,174775.3286,jhabua,0.24
India,madhya pradesh,jhabua,2006,Jhabua2006,40.333332,2006,madhya pradesh,114545,190708.645,jhabua,0.24
India,madhya pradesh,jhabua,2007,Jhabua2007,50.416668,2007,madhya pradesh,119958,199720.8751,jhabua,0.24
India,madhya pradesh,jhabua,2008,Jhabua2008,84.555557,2008,madhya pradesh,135124,224971.1026,jhabua,0.24
India,madhya pradesh,jhabua,2009,Jhabua2009,44.777779,2009,madhya pradesh,147933,246297.1058,jhabua,0.24
India,madhya pradesh,jhabua,2010,Jhabua2010,39.355556,2010,madhya pradesh,155701,259230.2304,jhabua,0.24
India,madhya pradesh,jhabua,2011,Jhabua2011,34.450001,2011,madhya pradesh,169600,282371,jhabua,0.24
India,madhya pradesh,jhabua,2012,Jhabua2012,102.55556,2012,madhya pradesh,306853,306853,jhabua,0.24
India,madhya pradesh,jhabua,2013,Jhabua2013,51.25,2013,madhya pradesh,322598,322598,jhabua,0.24
India,madhya pradesh,jhabua,2014,Jhabua2014,26.4,2014,madhya pradesh,339247,339247,jhabua,0.24
India,madhya pradesh,jhabua,2015,Jhabua2015,31.4,2015,madhya pradesh,370716,370716,jhabua,0.24
India,madhya pradesh,jhabua,2016,Jhabua2016,113.8,2016,madhya pradesh,419465,419465,jhabua,0.24
India,madhya pradesh,jhabua,2017,Jhabua2017,37.900002,2017,madhya pradesh,441956,441956,jhabua,0.24
India,madhya pradesh,jhabua,2018,Jhabua2018,49.111111,2018,madhya pradesh,482361,482361,jhabua,0.24
India,madhya pradesh,katni,2000,Katni2000,17.200001,2000,madhya pradesh,66750,142623.9225,katni,0.35
India,madhya pradesh,katni,2001,Katni2001,20.625,2001,madhya pradesh,71525,152826.6075,katni,0.35
India,madhya pradesh,katni,2002,Katni2002,33.0625,2002,madhya pradesh,67795,144856.7614,katni,0.35
India,madhya pradesh,katni,2003,Katni2003,,2003,madhya pradesh,75400,161106.2735,katni,0.35
India,madhya pradesh,katni,2004,Katni2004,25.860001,2004,madhya pradesh,77874,166392.4395,katni,0.35
India,madhya pradesh,katni,2005,Katni2005,56.81818,2005,madhya pradesh,104975,174775.3286,katni,0.35
India,madhya pradesh,katni,2006,Katni2006,58.307693,2006,madhya pradesh,114545,190708.645,katni,0.35
India,madhya pradesh,katni,2007,Katni2007,27.615385,2007,madhya pradesh,119958,199720.8751,katni,0.35
India,madhya pradesh,katni,2008,Katni2008,150,2008,madhya pradesh,135124,224971.1026,katni,0.35
India,madhya pradesh,katni,2009,Katni2009,22.5625,2009,madhya pradesh,147933,246297.1058,katni,0.35
India,madhya pradesh,katni,2010,Katni2010,30.384615,2010,madhya pradesh,155701,259230.2304,katni,0.35
India,madhya pradesh,katni,2011,Katni2011,23.5,2011,madhya pradesh,169600,282371,katni,0.35
India,madhya pradesh,katni,2012,Katni2012,58.375,2012,madhya pradesh,306853,306853,katni,0.35
India,madhya pradesh,katni,2013,Katni2013,40.4375,2013,madhya pradesh,322598,322598,katni,0.35
India,madhya pradesh,katni,2014,Katni2014,44.125,2014,madhya pradesh,339247,339247,katni,0.35
India,madhya pradesh,katni,2015,Katni2015,18.866667,2015,madhya pradesh,370716,370716,katni,0.35
India,madhya pradesh,katni,2016,Katni2016,11.5,2016,madhya pradesh,419465,419465,katni,0.35
India,madhya pradesh,katni,2017,Katni2017,25.277779,2017,madhya pradesh,441956,441956,katni,0.35
