country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,arunachal pradesh,changlang,2006,Changlang2006,,2006,arunachal pradesh,3458,7098.511339,changlang,0.3
India,arunachal pradesh,changlang,2007,Changlang2007,6,2007,arunachal pradesh,3873,7950.41481,changlang,0.3
India,arunachal pradesh,changlang,2008,Changlang2008,4.5,2008,arunachal pradesh,4191,8603.198675,changlang,0.3
India,arunachal pradesh,changlang,2009,Changlang2009,10.5,2009,arunachal pradesh,4539,9317.565924,changlang,0.3
India,arunachal pradesh,changlang,2010,Changlang2010,11.839,2010,arunachal pradesh,4735,9719.910696,changlang,0.3
India,arunachal pradesh,changlang,2011,Changlang2011,,2011,arunachal pradesh,4983,10229,changlang,0.3
India,arunachal pradesh,changlang,2012,Changlang2012,,2012,arunachal pradesh,10399,10399,changlang,0.3
India,arunachal pradesh,changlang,2013,Changlang2013,19.35,2013,arunachal pradesh,11226,11226,changlang,0.3
India,arunachal pradesh,changlang,2014,Changlang2014,,2014,arunachal pradesh,13082,13082,changlang,0.3
India,arunachal pradesh,changlang,2015,Changlang2015,5.5999999,2015,arunachal pradesh,12889,12889,changlang,0.3
India,arunachal pradesh,changlang,2016,Changlang2016,10.644171,2016,arunachal pradesh,13396,13396,changlang,0.3
India,arunachal pradesh,changlang,2017,Changlang2017,,2017,arunachal pradesh,13923,13923,changlang,0.3
India,arunachal pradesh,changlang,2018,Changlang2018,4.3762999,2018,arunachal pradesh,14897,14897,changlang,0.3
India,arunachal pradesh,east siang,2000,East Siang2000,,2000,arunachal pradesh,1607,4732.955556,east siang,0.28
India,arunachal pradesh,east siang,2001,East Siang2001,,2001,arunachal pradesh,1864,5489.87502,east siang,0.28
India,arunachal pradesh,east siang,2002,East Siang2002,,2002,arunachal pradesh,1775,5227.751159,east siang,0.28
India,arunachal pradesh,east siang,2003,East Siang2003,,2003,arunachal pradesh,1968,5796.177059,east siang,0.28
India,arunachal pradesh,east siang,2004,East Siang2004,,2004,arunachal pradesh,2222,6544.260887,east siang,0.28
India,arunachal pradesh,east siang,2005,East Siang2005,,2005,arunachal pradesh,3281,6735.169376,east siang,0.28
India,arunachal pradesh,east siang,2006,East Siang2006,4.6666665,2006,arunachal pradesh,3458,7098.511339,east siang,0.28
India,arunachal pradesh,east siang,2007,East Siang2007,,2007,arunachal pradesh,3873,7950.41481,east siang,0.28
India,arunachal pradesh,east siang,2008,East Siang2008,6,2008,arunachal pradesh,4191,8603.198675,east siang,0.28
India,arunachal pradesh,east siang,2009,East Siang2009,3.5,2009,arunachal pradesh,4539,9317.565924,east siang,0.28
India,arunachal pradesh,east siang,2010,East Siang2010,15.56,2010,arunachal pradesh,4735,9719.910696,east siang,0.28
India,arunachal pradesh,east siang,2011,East Siang2011,,2011,arunachal pradesh,4983,10229,east siang,0.28
India,arunachal pradesh,east siang,2012,East Siang2012,,2012,arunachal pradesh,10399,10399,east siang,0.28
India,arunachal pradesh,east siang,2013,East Siang2013,32.435001,2013,arunachal pradesh,11226,11226,east siang,0.28
India,arunachal pradesh,east siang,2014,East Siang2014,3.47,2014,arunachal pradesh,13082,13082,east siang,0.28
India,arunachal pradesh,east siang,2015,East Siang2015,37.700001,2015,arunachal pradesh,12889,12889,east siang,0.28
India,arunachal pradesh,east siang,2016,East Siang2016,5.3126683,2016,arunachal pradesh,13396,13396,east siang,0.28
India,arunachal pradesh,east siang,2017,East Siang2017,,2017,arunachal pradesh,13923,13923,east siang,0.28
India,arunachal pradesh,east siang,2018,East Siang2018,13.51065,2018,arunachal pradesh,14897,14897,east siang,0.28
India,arunachal pradesh,lohit,2000,Lohit2000,,2000,arunachal pradesh,1607,4732.955556,lohit,0.31
India,arunachal pradesh,lohit,2001,Lohit2001,,2001,arunachal pradesh,1864,5489.87502,lohit,0.31
India,arunachal pradesh,lohit,2002,Lohit2002,,2002,arunachal pradesh,1775,5227.751159,lohit,0.31
India,arunachal pradesh,lohit,2003,Lohit2003,,2003,arunachal pradesh,1968,5796.177059,lohit,0.31
India,arunachal pradesh,lohit,2004,Lohit2004,,2004,arunachal pradesh,2222,6544.260887,lohit,0.31
India,arunachal pradesh,lohit,2005,Lohit2005,4,2005,arunachal pradesh,3281,6735.169376,lohit,0.31
India,arunachal pradesh,lohit,2006,Lohit2006,1,2006,arunachal pradesh,3458,7098.511339,lohit,0.31
India,arunachal pradesh,lohit,2007,Lohit2007,,2007,arunachal pradesh,3873,7950.41481,lohit,0.31
India,arunachal pradesh,lohit,2008,Lohit2008,3,2008,arunachal pradesh,4191,8603.198675,lohit,0.31
India,arunachal pradesh,lohit,2009,Lohit2009,41,2009,arunachal pradesh,4539,9317.565924,lohit,0.31
India,arunachal pradesh,lohit,2010,Lohit2010,2.7119999,2010,arunachal pradesh,4735,9719.910696,lohit,0.31
India,arunachal pradesh,lohit,2011,Lohit2011,,2011,arunachal pradesh,4983,10229,lohit,0.31
India,arunachal pradesh,lohit,2012,Lohit2012,,2012,arunachal pradesh,10399,10399,lohit,0.31
India,arunachal pradesh,lohit,2013,Lohit2013,2.8699999,2013,arunachal pradesh,11226,11226,lohit,0.31
India,arunachal pradesh,lohit,2014,Lohit2014,,2014,arunachal pradesh,13082,13082,lohit,0.31
India,arunachal pradesh,lohit,2015,Lohit2015,2.7,2015,arunachal pradesh,12889,12889,lohit,0.31
India,arunachal pradesh,lohit,2016,Lohit2016,3.1287401,2016,arunachal pradesh,13396,13396,lohit,0.31
India,arunachal pradesh,lohit,2017,Lohit2017,,2017,arunachal pradesh,13923,13923,lohit,0.31
India,arunachal pradesh,lohit,2018,Lohit2018,1.8006001,2018,arunachal pradesh,14897,14897,lohit,0.31
India,arunachal pradesh,lower subansiri,2000,Lower Subansiri2000,,2000,arunachal pradesh,1607,4732.955556,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2001,Lower Subansiri2001,,2001,arunachal pradesh,1864,5489.87502,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2002,Lower Subansiri2002,,2002,arunachal pradesh,1775,5227.751159,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2003,Lower Subansiri2003,,2003,arunachal pradesh,1968,5796.177059,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2004,Lower Subansiri2004,,2004,arunachal pradesh,2222,6544.260887,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2005,Lower Subansiri2005,,2005,arunachal pradesh,3281,6735.169376,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2006,Lower Subansiri2006,,2006,arunachal pradesh,3458,7098.511339,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2007,Lower Subansiri2007,,2007,arunachal pradesh,3873,7950.41481,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2008,Lower Subansiri2008,,2008,arunachal pradesh,4191,8603.198675,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2009,Lower Subansiri2009,,2009,arunachal pradesh,4539,9317.565924,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2010,Lower Subansiri2010,,2010,arunachal pradesh,4735,9719.910696,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2011,Lower Subansiri2011,,2011,arunachal pradesh,4983,10229,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2012,Lower Subansiri2012,,2012,arunachal pradesh,10399,10399,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2013,Lower Subansiri2013,,2013,arunachal pradesh,11226,11226,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2014,Lower Subansiri2014,,2014,arunachal pradesh,13082,13082,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2015,Lower Subansiri2015,,2015,arunachal pradesh,12889,12889,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2016,Lower Subansiri2016,19.180664,2016,arunachal pradesh,13396,13396,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2017,Lower Subansiri2017,,2017,arunachal pradesh,13923,13923,lower subansiri,0.33
India,arunachal pradesh,lower subansiri,2018,Lower Subansiri2018,,2018,arunachal pradesh,14897,14897,lower subansiri,0.33
India,arunachal pradesh,papum pare,2000,Papum Pare2000,,2000,arunachal pradesh,1607,4732.955556,papum pare,0.3
India,arunachal pradesh,papum pare,2001,Papum Pare2001,,2001,arunachal pradesh,1864,5489.87502,papum pare,0.3
India,arunachal pradesh,papum pare,2002,Papum Pare2002,,2002,arunachal pradesh,1775,5227.751159,papum pare,0.3
India,arunachal pradesh,papum pare,2003,Papum Pare2003,,2003,arunachal pradesh,1968,5796.177059,papum pare,0.3
India,arunachal pradesh,papum pare,2004,Papum Pare2004,,2004,arunachal pradesh,2222,6544.260887,papum pare,0.3
India,arunachal pradesh,papum pare,2005,Papum Pare2005,15,2005,arunachal pradesh,3281,6735.169376,papum pare,0.3
India,arunachal pradesh,papum pare,2006,Papum Pare2006,21,2006,arunachal pradesh,3458,7098.511339,papum pare,0.3
India,arunachal pradesh,papum pare,2007,Papum Pare2007,,2007,arunachal pradesh,3873,7950.41481,papum pare,0.3
India,arunachal pradesh,papum pare,2008,Papum Pare2008,17,2008,arunachal pradesh,4191,8603.198675,papum pare,0.3
India,arunachal pradesh,papum pare,2009,Papum Pare2009,8,2009,arunachal pradesh,4539,9317.565924,papum pare,0.3
India,arunachal pradesh,papum pare,2010,Papum Pare2010,,2010,arunachal pradesh,4735,9719.910696,papum pare,0.3
India,arunachal pradesh,papum pare,2011,Papum Pare2011,,2011,arunachal pradesh,4983,10229,papum pare,0.3
India,arunachal pradesh,papum pare,2012,Papum Pare2012,,2012,arunachal pradesh,10399,10399,papum pare,0.3
India,arunachal pradesh,papum pare,2013,Papum Pare2013,20,2013,arunachal pradesh,11226,11226,papum pare,0.3
India,arunachal pradesh,papum pare,2014,Papum Pare2014,0.99000001,2014,arunachal pradesh,13082,13082,papum pare,0.3
India,arunachal pradesh,papum pare,2015,Papum Pare2015,13.3,2015,arunachal pradesh,12889,12889,papum pare,0.3
India,arunachal pradesh,papum pare,2016,Papum Pare2016,10.597894,2016,arunachal pradesh,13396,13396,papum pare,0.3
India,arunachal pradesh,papum pare,2017,Papum Pare2017,7.1291966,2017,arunachal pradesh,13923,13923,papum pare,0.3
India,arunachal pradesh,papum pare,2018,Papum Pare2018,11.0363,2018,arunachal pradesh,14897,14897,papum pare,0.3
India,arunachal pradesh,tirap,2000,Tirap2000,,2000,arunachal pradesh,1607,4732.955556,tirap,0.22
India,arunachal pradesh,tirap,2001,Tirap2001,,2001,arunachal pradesh,1864,5489.87502,tirap,0.22
India,arunachal pradesh,tirap,2002,Tirap2002,,2002,arunachal pradesh,1775,5227.751159,tirap,0.22
India,arunachal pradesh,tirap,2003,Tirap2003,,2003,arunachal pradesh,1968,5796.177059,tirap,0.22
India,arunachal pradesh,tirap,2004,Tirap2004,,2004,arunachal pradesh,2222,6544.260887,tirap,0.22
India,arunachal pradesh,tirap,2005,Tirap2005,6.3333335,2005,arunachal pradesh,3281,6735.169376,tirap,0.22
India,arunachal pradesh,tirap,2006,Tirap2006,,2006,arunachal pradesh,3458,7098.511339,tirap,0.22
India,arunachal pradesh,tirap,2007,Tirap2007,11,2007,arunachal pradesh,3873,7950.41481,tirap,0.22
India,arunachal pradesh,tirap,2008,Tirap2008,10,2008,arunachal pradesh,4191,8603.198675,tirap,0.22
India,arunachal pradesh,tirap,2009,Tirap2009,12.8,2009,arunachal pradesh,4539,9317.565924,tirap,0.22
India,arunachal pradesh,tirap,2010,Tirap2010,12.896667,2010,arunachal pradesh,4735,9719.910696,tirap,0.22
India,arunachal pradesh,tirap,2011,Tirap2011,,2011,arunachal pradesh,4983,10229,tirap,0.22
India,arunachal pradesh,tirap,2012,Tirap2012,,2012,arunachal pradesh,10399,10399,tirap,0.22
India,arunachal pradesh,tirap,2013,Tirap2013,18.85,2013,arunachal pradesh,11226,11226,tirap,0.22
India,arunachal pradesh,tirap,2014,Tirap2014,,2014,arunachal pradesh,13082,13082,tirap,0.22
India,arunachal pradesh,tirap,2015,Tirap2015,5.1666665,2015,arunachal pradesh,12889,12889,tirap,0.22
India,arunachal pradesh,tirap,2016,Tirap2016,8.903264,2016,arunachal pradesh,13396,13396,tirap,0.22
India,arunachal pradesh,tirap,2017,Tirap2017,9.8373756,2017,arunachal pradesh,13923,13923,tirap,0.22
India,arunachal pradesh,tirap,2018,Tirap2018,2.7720499,2018,arunachal pradesh,14897,14897,tirap,0.22
India,assam,baksa,2000,Baksa2000,,2000,assam,32821,76319.6759,baksa,0.2
India,assam,baksa,2001,Baksa2001,,2001,assam,33668,78289.23092,baksa,0.2
India,assam,baksa,2002,Baksa2002,,2002,assam,35708,83032.90536,baksa,0.2
India,assam,baksa,2003,Baksa2003,,2003,assam,37905,88141.65671,baksa,0.2
India,assam,baksa,2004,Baksa2004,,2004,assam,39207,91169.23716,baksa,0.2
India,assam,baksa,2005,Baksa2005,28.799999,2005,assam,48602,93915.07735,baksa,0.2
India,assam,baksa,2006,Baksa2006,13,2006,assam,50797,98156.54056,baksa,0.2
India,assam,baksa,2007,Baksa2007,13,2007,assam,52968,102351.6279,baksa,0.2
India,assam,baksa,2008,Baksa2008,,2008,assam,56123,108448.1274,baksa,0.2
India,assam,baksa,2009,Baksa2009,,2009,assam,61294,118440.2031,baksa,0.2
India,assam,baksa,2010,Baksa2010,,2010,assam,64310,124268.1088,baksa,0.2
India,assam,baksa,2011,Baksa2011,,2011,assam,66942,129354,baksa,0.2
India,assam,baksa,2012,Baksa2012,,2012,assam,132518,132518,baksa,0.2
India,assam,baksa,2013,Baksa2013,,2013,assam,138725,138725,baksa,0.2
India,assam,baksa,2014,Baksa2014,7.75,2014,assam,146425,146425,baksa,0.2
India,assam,baksa,2015,Baksa2015,14.75,2015,assam,167629,167629,baksa,0.2
India,assam,baksa,2016,Baksa2016,16.454855,2016,assam,179632,179632,baksa,0.2
India,assam,baksa,2017,Baksa2017,,2017,assam,195262,195262,baksa,0.2
India,assam,baksa,2018,Baksa2018,11.87555,2018,assam,204627,204627,baksa,0.2
India,assam,barpeta,2000,Barpeta2000,,2000,assam,32821,76319.6759,barpeta,0.21
India,assam,barpeta,2001,Barpeta2001,,2001,assam,33668,78289.23092,barpeta,0.21
India,assam,barpeta,2002,Barpeta2002,,2002,assam,35708,83032.90536,barpeta,0.21
India,assam,barpeta,2003,Barpeta2003,,2003,assam,37905,88141.65671,barpeta,0.21
India,assam,barpeta,2004,Barpeta2004,,2004,assam,39207,91169.23716,barpeta,0.21
India,assam,barpeta,2005,Barpeta2005,17.333334,2005,assam,48602,93915.07735,barpeta,0.21
India,assam,barpeta,2006,Barpeta2006,11,2006,assam,50797,98156.54056,barpeta,0.21
India,assam,barpeta,2007,Barpeta2007,10.5,2007,assam,52968,102351.6279,barpeta,0.21
India,assam,barpeta,2008,Barpeta2008,,2008,assam,56123,108448.1274,barpeta,0.21
India,assam,barpeta,2009,Barpeta2009,,2009,assam,61294,118440.2031,barpeta,0.21
India,assam,barpeta,2010,Barpeta2010,18.85,2010,assam,64310,124268.1088,barpeta,0.21
India,assam,barpeta,2011,Barpeta2011,,2011,assam,66942,129354,barpeta,0.21
India,assam,barpeta,2012,Barpeta2012,,2012,assam,132518,132518,barpeta,0.21
India,assam,barpeta,2013,Barpeta2013,18.799999,2013,assam,138725,138725,barpeta,0.21
India,assam,barpeta,2014,Barpeta2014,1,2014,assam,146425,146425,barpeta,0.21
India,assam,barpeta,2015,Barpeta2015,17.9,2015,assam,167629,167629,barpeta,0.21
India,assam,barpeta,2016,Barpeta2016,15.450909,2016,assam,179632,179632,barpeta,0.21
India,assam,barpeta,2017,Barpeta2017,,2017,assam,195262,195262,barpeta,0.21
India,assam,barpeta,2018,Barpeta2018,12.37875,2018,assam,204627,204627,barpeta,0.21
India,assam,bongaigaon,2000,Bongaigaon2000,,2000,assam,32821,76319.6759,bongaigaon,0.27
India,assam,bongaigaon,2001,Bongaigaon2001,,2001,assam,33668,78289.23092,bongaigaon,0.27
India,assam,bongaigaon,2002,Bongaigaon2002,,2002,assam,35708,83032.90536,bongaigaon,0.27
India,assam,bongaigaon,2003,Bongaigaon2003,,2003,assam,37905,88141.65671,bongaigaon,0.27
India,assam,bongaigaon,2004,Bongaigaon2004,,2004,assam,39207,91169.23716,bongaigaon,0.27
India,assam,bongaigaon,2005,Bongaigaon2005,10,2005,assam,48602,93915.07735,bongaigaon,0.27
India,assam,bongaigaon,2006,Bongaigaon2006,5.4285712,2006,assam,50797,98156.54056,bongaigaon,0.27
India,assam,bongaigaon,2007,Bongaigaon2007,5.25,2007,assam,52968,102351.6279,bongaigaon,0.27
India,assam,bongaigaon,2008,Bongaigaon2008,,2008,assam,56123,108448.1274,bongaigaon,0.27
India,assam,bongaigaon,2009,Bongaigaon2009,17,2009,assam,61294,118440.2031,bongaigaon,0.27
India,assam,bongaigaon,2010,Bongaigaon2010,8.1949997,2010,assam,64310,124268.1088,bongaigaon,0.27
India,assam,bongaigaon,2011,Bongaigaon2011,0,2011,assam,66942,129354,bongaigaon,0.27
India,assam,bongaigaon,2012,Bongaigaon2012,0,2012,assam,132518,132518,bongaigaon,0.27
India,assam,bongaigaon,2013,Bongaigaon2013,8.1949997,2013,assam,138725,138725,bongaigaon,0.27
India,assam,bongaigaon,2014,Bongaigaon2014,3.675,2014,assam,146425,146425,bongaigaon,0.27
India,assam,bongaigaon,2015,Bongaigaon2015,11.1,2015,assam,167629,167629,bongaigaon,0.27
India,assam,bongaigaon,2016,Bongaigaon2016,12.028749,2016,assam,179632,179632,bongaigaon,0.27
India,assam,bongaigaon,2017,Bongaigaon2017,,2017,assam,195262,195262,bongaigaon,0.27
India,assam,bongaigaon,2018,Bongaigaon2018,11.697988,2018,assam,204627,204627,bongaigaon,0.27
India,assam,cachar,2000,Cachar2000,,2000,assam,32821,76319.6759,cachar,0.19
India,assam,cachar,2001,Cachar2001,,2001,assam,33668,78289.23092,cachar,0.19
India,assam,cachar,2002,Cachar2002,,2002,assam,35708,83032.90536,cachar,0.19
India,assam,cachar,2003,Cachar2003,,2003,assam,37905,88141.65671,cachar,0.19
India,assam,cachar,2004,Cachar2004,,2004,assam,39207,91169.23716,cachar,0.19
India,assam,cachar,2005,Cachar2005,,2005,assam,48602,93915.07735,cachar,0.19
India,assam,cachar,2006,Cachar2006,11.272727,2006,assam,50797,98156.54056,cachar,0.19
India,assam,cachar,2007,Cachar2007,8,2007,assam,52968,102351.6279,cachar,0.19
India,assam,cachar,2008,Cachar2008,,2008,assam,56123,108448.1274,cachar,0.19
India,assam,cachar,2009,Cachar2009,14.181818,2009,assam,61294,118440.2031,cachar,0.19
India,assam,cachar,2010,Cachar2010,1.6666666,2010,assam,64310,124268.1088,cachar,0.19
India,assam,cachar,2011,Cachar2011,,2011,assam,66942,129354,cachar,0.19
